date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:47:41	11224/11224	---MCZ	200	added ('OK')	application/javascript	etag:W/%225fb4e3fe-2bd8%22	https://clinlabstaffing.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/job/clinlabstaffing.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://clinlabstaffing.com/)
09:47:41	104838/104838	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260350df4-19986%22	https://clinlabstaffing.com/wp-content/themes/clinlab/js/jquery-3.3.1.min.js?ver=5.8.2	C:/My%20Web%20Sites/job/clinlabstaffing.com/wp-content/themes/clinlab/js/jquery-3.3.1.min080f.js	(from https://clinlabstaffing.com/)
09:47:42	15076/15076	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260350df4-3ae4%22	https://clinlabstaffing.com/wp-content/themes/clinlab/js/vue-resource.js?ver=5.8.2	C:/My%20Web%20Sites/job/clinlabstaffing.com/wp-content/themes/clinlab/js/vue-resource080f.js	(from https://clinlabstaffing.com/)
09:47:42	340841/340841	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260350df4-53369%22	https://clinlabstaffing.com/wp-content/themes/clinlab/js/vue.js?ver=5.8.2	C:/My%20Web%20Sites/job/clinlabstaffing.com/wp-content/themes/clinlab/js/vue080f.js	(from https://clinlabstaffing.com/)
09:47:42	4883/4883	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260350df4-1313%22	https://clinlabstaffing.com/wp-content/themes/clinlab/js/case_studies.js?ver=5.8.2	C:/My%20Web%20Sites/job/clinlabstaffing.com/wp-content/themes/clinlab/js/case_studies080f.js	(from https://clinlabstaffing.com/)
09:47:43	2083/2083	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260350df4-823%22	https://clinlabstaffing.com/wp-content/themes/clinlab/js/solutions.js?ver=5.8.2	C:/My%20Web%20Sites/job/clinlabstaffing.com/wp-content/themes/clinlab/js/solutions080f.js	(from https://clinlabstaffing.com/)
09:47:43	1194/1194	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260350df4-4aa%22	https://clinlabstaffing.com/wp-content/themes/clinlab/js/menu.js?ver=5.8.2	C:/My%20Web%20Sites/job/clinlabstaffing.com/wp-content/themes/clinlab/js/menu080f.js	(from https://clinlabstaffing.com/)
09:47:44	762/762	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260350df4-2fa%22	https://clinlabstaffing.com/wp-content/themes/clinlab/js/search.js?ver=5.8.2	C:/My%20Web%20Sites/job/clinlabstaffing.com/wp-content/themes/clinlab/js/search080f.js	(from https://clinlabstaffing.com/)
09:47:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jan%202022%2008:47:44%20GMT	http://cdn.jsdelivr.net/npm/es6-promise@4/dist/es6-promise.auto.min.js?ver=5.8.2	C:/My%20Web%20Sites/job/cdn.jsdelivr.net/npm/es6-promise@4/dist/es6-promise.auto.min.13080f.delayed	(from https://clinlabstaffing.com/)
09:47:45	503/503	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260350df4-1f7%22	https://clinlabstaffing.com/wp-content/themes/clinlab/js/text_us_form.js?ver=5.8.2	C:/My%20Web%20Sites/job/clinlabstaffing.com/wp-content/themes/clinlab/js/text_us_form080f.js	(from https://clinlabstaffing.com/)
09:47:46	6498/6498	---M-Z	200	added ('OK')	application/javascript	etag:W/%221962-NLNASu4jwzBScgHcLDtueKdlX1E%22	https://cdn.jsdelivr.net/npm/es6-promise@4/dist/es6-promise.auto.min.js?ver=5.8.2	C:/My%20Web%20Sites/job/cdn.jsdelivr.net/npm/es6-promise@4/dist/es6-promise.auto.min080f.js	(from https://clinlabstaffing.com/)
09:47:46	1696/1696	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260350e04-6a0%22	https://clinlabstaffing.com/wp-content/themes/Divi/core/admin/js/recaptcha.js?ver=5.8.2	C:/My%20Web%20Sites/job/clinlabstaffing.com/wp-content/themes/Divi/core/admin/js/recaptcha080f.js	(from https://clinlabstaffing.com/)
09:47:47	5670/5670	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2013%20Jan%202022%2008:47:46%20GMT	https://clinlabstaffing.com/wp-content/plugins/better-analytics/js/loader.php?ver=1.2.6.js	C:/My%20Web%20Sites/job/clinlabstaffing.com/wp-content/plugins/better-analytics/js/loadera300.php	(from https://clinlabstaffing.com/)
09:47:48	184251/184251	---MCZ	200	added ('OK')	application/json	date:Thu,%2013%20Jan%202022%2008:47:47%20GMT	https://clinlabstaffing.com/wp-json/	C:/My%20Web%20Sites/job/clinlabstaffing.com/wp-json/index.html	(from https://clinlabstaffing.com/)
09:47:48	26214/26214	---MCZ	200	added ('OK')	application/json	date:Thu,%2013%20Jan%202022%2008:47:47%20GMT	https://clinlabstaffing.com/wp-json/wp/v2/pages/929	C:/My%20Web%20Sites/job/clinlabstaffing.com/wp-json/wp/v2/pages/929.json	(from https://clinlabstaffing.com/)
09:47:49	828/828	---MCZ	200	added ('OK')	text/xml	date:Thu,%2013%20Jan%202022%2008:47:48%20GMT	https://clinlabstaffing.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/job/clinlabstaffing.com/xmlrpc0db0.php	(from https://clinlabstaffing.com/)
09:47:50	1045/1045	---MCZ	200	added ('OK')	text/xml	etag:W/%2252a8c1b7-415%22	https://clinlabstaffing.com/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/job/clinlabstaffing.com/wp-includes/wlwmanifest.xml	(from https://clinlabstaffing.com/)
09:47:51	4557/4557	---MCZ	200	added ('OK')	application/json	date:Thu,%2013%20Jan%202022%2008:47:50%20GMT	https://clinlabstaffing.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fclinlabstaffing.com%2F	C:/My%20Web%20Sites/job/clinlabstaffing.com/wp-json/oembed/1.0/embedaf4d.json	(from https://clinlabstaffing.com/)
09:47:52	4785/4785	---MCZ	200	added ('OK')	text/xml	date:Thu,%2013%20Jan%202022%2008:47:51%20GMT	https://clinlabstaffing.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fclinlabstaffing.com%2F&format=xml	C:/My%20Web%20Sites/job/clinlabstaffing.com/wp-json/oembed/1.0/embed0362	(from https://clinlabstaffing.com/)
09:47:52	10519/10519	---M--	200	added ('OK')	image/png	etag:%2260350d3f-2917%22	https://clinlabstaffing.com/wp-content/uploads/2016/05/clinlab-biotech-staffing.png	C:/My%20Web%20Sites/job/clinlabstaffing.com/wp-content/uploads/2016/05/clinlab-biotech-staffing.png	(from https://clinlabstaffing.com/)
09:47:53	54456/54456	---MCZ	200	added ('OK')	text/css	etag:W/%227b1d7f457d056ace7b230b587b9f3753%22	https://use.fontawesome.com/releases/v5.7.1/css/all.css	C:/My%20Web%20Sites/job/use.fontawesome.com/releases/v5.7.1/css/all.css	(from https://clinlabstaffing.com/)
09:47:54	86274/86274	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2008:47:53%20GMT	https://clinlabstaffing.com/contact-life-science-staffing/	C:/My%20Web%20Sites/job/clinlabstaffing.com/contact-life-science-staffing/index.html	(from https://clinlabstaffing.com/)
09:47:55	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20Jan%202022%2008:47:54%20GMT	https://clinlabstaffing.com/life-sciences-staffing-boston	C:/My%20Web%20Sites/job/clinlabstaffing.com/life-sciences-staffing-boston	(from https://clinlabstaffing.com/)
09:47:55	313/313	---M--	200	added ('OK')	image/png	etag:%2260350cf1-139%22	https://clinlabstaffing.com/wp-content/uploads/2020/03/icon-menu-mobile.png	C:/My%20Web%20Sites/job/clinlabstaffing.com/wp-content/uploads/2020/03/icon-menu-mobile.png	(from https://clinlabstaffing.com/)
09:47:55	87799/87799	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2008:47:54%20GMT	https://clinlabstaffing.com/science-employment-agencies/	C:/My%20Web%20Sites/job/clinlabstaffing.com/science-employment-agencies/index.html	(from https://clinlabstaffing.com/)
09:47:57	90110/90110	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2008:47:55%20GMT	https://clinlabstaffing.com/life-sciences-staffing-boston/	C:/My%20Web%20Sites/job/clinlabstaffing.com/life-sciences-staffing-boston/index.html	(from https://clinlabstaffing.com/)
09:47:57	54135/54135	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260350ccc-d377%22	https://clinlabstaffing.com/wp-content/uploads/2020/07/clinlab-staffing-logo.svg	C:/My%20Web%20Sites/job/clinlabstaffing.com/wp-content/uploads/2020/07/clinlab-staffing-logo.svg	(from https://clinlabstaffing.com/)
09:47:57	94336/94336	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2008:47:56%20GMT	https://clinlabstaffing.com/contract-employees-biotech-pharma-agency/	C:/My%20Web%20Sites/job/clinlabstaffing.com/contract-employees-biotech-pharma-agency/index.html	(from https://clinlabstaffing.com/)
09:47:57	93090/93090	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2008:47:57%20GMT	https://clinlabstaffing.com/life-sciences-recruiting-firm/	C:/My%20Web%20Sites/job/clinlabstaffing.com/life-sciences-recruiting-firm/index.html	(from https://clinlabstaffing.com/)
09:48:00	92205/92205	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2008:47:58%20GMT	https://clinlabstaffing.com/life-science-staffing-payroll-solutions/	C:/My%20Web%20Sites/job/clinlabstaffing.com/life-science-staffing-payroll-solutions/index.html	(from https://clinlabstaffing.com/)
09:48:01	88314/88314	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2008:47:58%20GMT	https://clinlabstaffing.com/employer-of-record-staffing-and-recruiting-life-sciences/	C:/My%20Web%20Sites/job/clinlabstaffing.com/employer-of-record-staffing-and-recruiting-life-sciences/index.html	(from https://clinlabstaffing.com/)
09:48:01	89124/89124	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2008:47:59%20GMT	https://clinlabstaffing.com/cra-cro-staffing-agency/	C:/My%20Web%20Sites/job/clinlabstaffing.com/cra-cro-staffing-agency/index.html	(from https://clinlabstaffing.com/)
09:48:01	92431/92431	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2008:48:00%20GMT	https://clinlabstaffing.com/life-sciences-recruitment/	C:/My%20Web%20Sites/job/clinlabstaffing.com/life-sciences-recruitment/index.html	(from https://clinlabstaffing.com/)
09:48:01	85750/85750	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2008:48:00%20GMT	https://clinlabstaffing.com/life-sciences-candidates/	C:/My%20Web%20Sites/job/clinlabstaffing.com/life-sciences-candidates/index.html	(from https://clinlabstaffing.com/)
09:48:02	15200/15200	---M--	200	added ('OK')	image/jpeg	etag:%2261dc3e0d-3b60%22	https://clinlabstaffing.com/wp-content/uploads/2022/01/Ryan_Penkala_Scientific_Recruiter_Massachusetts-400x250.jpg	C:/My%20Web%20Sites/job/clinlabstaffing.com/wp-content/uploads/2022/01/Ryan_Penkala_Scientific_Recruiter_Massachusetts-400x250.jpg	(from https://clinlabstaffing.com/)
09:48:02	80348/80348	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2008:48:01%20GMT	https://clinlabstaffing.com/about-clinlab/	C:/My%20Web%20Sites/job/clinlabstaffing.com/about-clinlab/index.html	(from https://clinlabstaffing.com/)
09:48:03	24237/24237	---M--	200	added ('OK')	image/jpeg	etag:%2261d6f80a-5ead%22	https://clinlabstaffing.com/wp-content/uploads/2022/01/Evan_Lyman_Account_Manager_Massachusetts-400x250.jpg	C:/My%20Web%20Sites/job/clinlabstaffing.com/wp-content/uploads/2022/01/Evan_Lyman_Account_Manager_Massachusetts-400x250.jpg	(from https://clinlabstaffing.com/)
09:48:03	103220/103220	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2008:48:02%20GMT	https://clinlabstaffing.com/our-team/	C:/My%20Web%20Sites/job/clinlabstaffing.com/our-team/index.html	(from https://clinlabstaffing.com/)
09:48:04	91959/91959	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2008:48:03%20GMT	https://clinlabstaffing.com/company-news/	C:/My%20Web%20Sites/job/clinlabstaffing.com/company-news/index.html	(from https://clinlabstaffing.com/)
09:48:04	16323/16323	---M--	200	added ('OK')	image/jpeg	etag:%2261c2079b-3fc3%22	https://clinlabstaffing.com/wp-content/uploads/2021/12/Rebecca_Boese_Scientific_Recruiter_Massachusetts-400x250.jpg	C:/My%20Web%20Sites/job/clinlabstaffing.com/wp-content/uploads/2021/12/Rebecca_Boese_Scientific_Recruiter_Massachusetts-400x250.jpg	(from https://clinlabstaffing.com/)
09:48:05	76954/76954	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2008:48:01%20GMT	https://clinlabstaffing.com/search-jobs/	C:/My%20Web%20Sites/job/clinlabstaffing.com/search-jobs/index.html	(from https://clinlabstaffing.com/)
09:48:05	88089/88089	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2008:48:04%20GMT	https://clinlabstaffing.com/clinlab-is-hiring/	C:/My%20Web%20Sites/job/clinlabstaffing.com/clinlab-is-hiring/index.html	(from https://clinlabstaffing.com/)
09:48:05	83786/83786	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2008:48:04%20GMT	https://clinlabstaffing.com/search-jobs/submit-resume/	C:/My%20Web%20Sites/job/clinlabstaffing.com/search-jobs/submit-resume/index.html	(from https://clinlabstaffing.com/)
09:48:05	7576/7576	---M--	200	added ('OK')	image/jpeg	etag:%2260350d3f-1d98%22	https://clinlabstaffing.com/wp-content/uploads/2015/08/biotech-pharmaceutical-staffing-lab-tech-scientist-300x114.jpg	C:/My%20Web%20Sites/job/clinlabstaffing.com/wp-content/uploads/2015/08/biotech-pharmaceutical-staffing-lab-tech-scientist-300x114.jpg	(from https://clinlabstaffing.com/)
09:48:06	6653268/6653268	---M--	200	added ('OK')	video/mp4	etag:%2260350ccc-658554%22	https://clinlabstaffing.com/wp-content/uploads/2020/04/video-copy.mp4	C:/My%20Web%20Sites/job/clinlabstaffing.com/wp-content/uploads/2020/04/video-copy.mp4	(from https://clinlabstaffing.com/)
09:48:06	73624/73624	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2008:48:05%20GMT	https://clinlabstaffing.com/staff-profile-ryan-penkala-scientific-recruiter/	C:/My%20Web%20Sites/job/clinlabstaffing.com/staff-profile-ryan-penkala-scientific-recruiter/index.html	(from https://clinlabstaffing.com/)
09:48:06	23404/23404	---M--	200	added ('OK')	image/jpeg	etag:%2260350d3f-5b6c%22	https://clinlabstaffing.com/wp-content/uploads/2018/11/clinlab-hiring-300x251.jpg	C:/My%20Web%20Sites/job/clinlabstaffing.com/wp-content/uploads/2018/11/clinlab-hiring-300x251.jpg	(from https://clinlabstaffing.com/)
09:48:06	85167/85167	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2008:48:05%20GMT	https://clinlabstaffing.com/category/clinlab-staffing/	C:/My%20Web%20Sites/job/clinlabstaffing.com/category/clinlab-staffing/index.html	(from https://clinlabstaffing.com/)
09:48:08	85373/85373	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2008:48:07%20GMT	https://clinlabstaffing.com/category/staff-profile/	C:/My%20Web%20Sites/job/clinlabstaffing.com/category/staff-profile/index.html	(from https://clinlabstaffing.com/)
09:48:08	73693/73693	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2008:48:07%20GMT	https://clinlabstaffing.com/staff-profile-evan-lyman-account-manager-massachusetts/	C:/My%20Web%20Sites/job/clinlabstaffing.com/staff-profile-evan-lyman-account-manager-massachusetts/index.html	(from https://clinlabstaffing.com/)
09:48:08	73985/73985	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2008:48:07%20GMT	https://clinlabstaffing.com/staff-profile-rebecca-boese-scientific-recruiter/	C:/My%20Web%20Sites/job/clinlabstaffing.com/staff-profile-rebecca-boese-scientific-recruiter/index.html	(from https://clinlabstaffing.com/)
09:48:09	1337/1337	---MCZ	200	added ('OK')	application/javascript	etag:W/%2291eccafc6c59bf6a7b5a95a7ed52b158%22	https://widgets.theglobalcdn.com/clinlabstaffing.com/widgets-main.js	C:/My%20Web%20Sites/job/widgets.theglobalcdn.com/clinlabstaffing.com/widgets-main.js	(from https://clinlabstaffing.com/)
09:48:10	85704/85704	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2008:48:08%20GMT	https://clinlabstaffing.com/category/hr-management/	C:/My%20Web%20Sites/job/clinlabstaffing.com/category/hr-management/index.html	(from https://clinlabstaffing.com/)
09:48:10	78397/78397	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2008:48:09%20GMT	https://clinlabstaffing.com/privacy-policy/	C:/My%20Web%20Sites/job/clinlabstaffing.com/privacy-policy/index.html	(from https://clinlabstaffing.com/)
09:48:10	69753/69753	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2008:48:09%20GMT	https://clinlabstaffing.com/resources/	C:/My%20Web%20Sites/job/clinlabstaffing.com/resources/index.html	(from https://clinlabstaffing.com/)
09:48:12	11256/11256	---MCZ	200	added ('OK')	text/css	etag:W/%225f735862-2bf8%22	https://clinlabstaffing.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.16	C:/My%20Web%20Sites/job/clinlabstaffing.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min08e1.css	(from https://clinlabstaffing.com/)
09:48:12	85040/85040	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2008:48:11%20GMT	https://clinlabstaffing.com/resources/blog/	C:/My%20Web%20Sites/job/clinlabstaffing.com/resources/blog/index.html	(from https://clinlabstaffing.com/)
09:48:12	69507/69507	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2008:48:11%20GMT	https://clinlabstaffing.com/resources/employee-documents/	C:/My%20Web%20Sites/job/clinlabstaffing.com/resources/employee-documents/index.html	(from https://clinlabstaffing.com/)
09:48:12	84725/84725	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2008:48:11%20GMT	https://clinlabstaffing.com/category/awards/	C:/My%20Web%20Sites/job/clinlabstaffing.com/category/awards/index.html	(from https://clinlabstaffing.com/)
09:48:14	4186/4186	---MCZ	200	added ('OK')	text/css	etag:W/%225cfaccce-105a%22	https://clinlabstaffing.com/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=5.8.2	C:/My%20Web%20Sites/job/clinlabstaffing.com/wp-includes/js/mediaelement/wp-mediaelement.min080f.css	(from https://clinlabstaffing.com/)
09:48:14	78082/78082	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2008:48:12%20GMT	https://clinlabstaffing.com/category/case-studies/	C:/My%20Web%20Sites/job/clinlabstaffing.com/category/case-studies/index.html	(from https://clinlabstaffing.com/)
09:48:14	76621/76621	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2008:48:13%20GMT	https://clinlabstaffing.com/category/fyi/	C:/My%20Web%20Sites/job/clinlabstaffing.com/category/fyi/index.html	(from https://clinlabstaffing.com/)
09:48:14	84564/84564	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2008:48:13%20GMT	https://clinlabstaffing.com/category/insights/	C:/My%20Web%20Sites/job/clinlabstaffing.com/category/insights/index.html	(from https://clinlabstaffing.com/)
09:48:17	84002/84002	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2008:48:15%20GMT	https://clinlabstaffing.com/category/news/	C:/My%20Web%20Sites/job/clinlabstaffing.com/category/news/index.html	(from https://clinlabstaffing.com/)
09:48:17	401795/401795	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260350df4-62183%22	https://clinlabstaffing.com/wp-content/themes/Divi/js/custom.unified.js?ver=4.4.1	C:/My%20Web%20Sites/job/clinlabstaffing.com/wp-content/themes/Divi/js/custom.unifieda94e.js	(from https://clinlabstaffing.com/)
09:48:17	84383/84383	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2008:48:15%20GMT	https://clinlabstaffing.com/category/philanthropy-community/	C:/My%20Web%20Sites/job/clinlabstaffing.com/category/philanthropy-community/index.html	(from https://clinlabstaffing.com/)
09:48:17	77340/77340	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2008:48:16%20GMT	https://clinlabstaffing.com/category/survey-results/	C:/My%20Web%20Sites/job/clinlabstaffing.com/category/survey-results/index.html	(from https://clinlabstaffing.com/)
09:48:18	1360/1360	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260350e04-550%22	https://clinlabstaffing.com/wp-content/themes/Divi/core/admin/js/common.js?ver=4.4.1	C:/My%20Web%20Sites/job/clinlabstaffing.com/wp-content/themes/Divi/core/admin/js/commona94e.js	(from https://clinlabstaffing.com/)
09:48:18	1426/1426	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ff5d754-592%22	https://clinlabstaffing.com/wp-includes/js/wp-embed.min.js?ver=5.8.2	C:/My%20Web%20Sites/job/clinlabstaffing.com/wp-includes/js/wp-embed.min080f.js	(from https://clinlabstaffing.com/)
09:48:20	157610/157610	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f735862-267aa%22	https://clinlabstaffing.com/wp-includes/js/mediaelement/mediaelement-and-player.min.js?ver=4.2.16	C:/My%20Web%20Sites/job/clinlabstaffing.com/wp-includes/js/mediaelement/mediaelement-and-player.min08e1.js	(from https://clinlabstaffing.com/)
09:48:20	76466/76466	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2008:48:18%20GMT	https://clinlabstaffing.com/2022/01/	C:/My%20Web%20Sites/job/clinlabstaffing.com/2022/01/index.html	(from https://clinlabstaffing.com/)
09:48:20	80653/80653	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2008:48:18%20GMT	https://clinlabstaffing.com/2021/12/	C:/My%20Web%20Sites/job/clinlabstaffing.com/2021/12/index.html	(from https://clinlabstaffing.com/)
09:48:20	78836/78836	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2008:48:19%20GMT	https://clinlabstaffing.com/2021/11/	C:/My%20Web%20Sites/job/clinlabstaffing.com/2021/11/index.html	(from https://clinlabstaffing.com/)
09:48:22	1193/1193	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ff5d754-4a9%22	https://clinlabstaffing.com/wp-includes/js/mediaelement/mediaelement-migrate.min.js?ver=5.8.2	C:/My%20Web%20Sites/job/clinlabstaffing.com/wp-includes/js/mediaelement/mediaelement-migrate.min080f.js	(from https://clinlabstaffing.com/)
09:48:22	76428/76428	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20Jan%202022%2008:48:21%20GMT	https://clinlabstaffing.com/2021/09/	C:/My%20Web%20Sites/job/clinlabstaffing.com/2021/09/index.html	(from https://clinlabstaffing.com/)
